# Timestamp(ns);angle_cmd
1687075416536537088.000000;4.132814
1687075416547069184.000000;4.061825
1687075416556602880.000000;4.019939
1687075416566935296.000000;3.977815
1687075416576725504.000000;4.124935
1687075416586608896.000000;4.001721
1687075416595955200.000000;3.876359
1687075416606255104.000000;3.713088
1687075416616920832.000000;3.560638
1687075416626180352.000000;3.710940
1687075416635720704.000000;3.710512
1687075416646394112.000000;3.770307
1687075416656335872.000000;3.795230
1687075416667381504.000000;3.812756
1687075416676644096.000000;3.924911
1687075416686365952.000000;3.860472
1687075416696017408.000000;3.825547
1687075416706569728.000000;3.799814
1687075416716768768.000000;3.851345
1687075416726830592.000000;4.063680
1687075416736718080.000000;4.130206
1687075416746661888.000000;4.109210
1687075416756582400.000000;4.060115
1687075416767002880.000000;4.132148
1687075416776448000.000000;4.017128
1687075416786193664.000000;3.861948
1687075416795756032.000000;3.724228
1687075416806961920.000000;3.546921
1687075416816852736.000000;3.505737
1687075416826718720.000000;3.334651
1687075416836688128.000000;3.180393
1687075416848089600.000000;3.053118
1687075416856601600.000000;2.926931
1687075416866771712.000000;2.987718
1687075416875940608.000000;2.894431
1687075416886489600.000000;2.754437
1687075416896972544.000000;2.651222
1687075416906675200.000000;2.578644
1687075416916405760.000000;2.572425
1687075416926058496.000000;2.598754
1687075416936651520.000000;2.583237
1687075416945956352.000000;2.527603
1687075416957095680.000000;2.471339
1687075416966849280.000000;2.420369
1687075416976814848.000000;2.345872
1687075416986785792.000000;2.235765
1687075416996402944.000000;2.120794
1687075417006871296.000000;2.037717
1687075417016049152.000000;1.976578
1687075417027759872.000000;1.887351
1687075417036336640.000000;1.832175
1687075417046691584.000000;1.685330
1687075417056462336.000000;1.550420
1687075417066536960.000000;1.492617
1687075417076750848.000000;1.413224
1687075417086852352.000000;1.384046
1687075417096764416.000000;1.333739
1687075417106513408.000000;1.387222
1687075417116113664.000000;1.423818
1687075417126982912.000000;1.432851
1687075417136246272.000000;1.457542
1687075417146532864.000000;1.451483
1687075417156152320.000000;1.488213
1687075417167056640.000000;1.500163
1687075417176410880.000000;1.481196
1687075417186294272.000000;1.449338
1687075417196372480.000000;1.453365
1687075417206580480.000000;1.506828
1687075417217406464.000000;1.552268
1687075417227878912.000000;1.572640
1687075417236754176.000000;1.596592
1687075417246833920.000000;1.666147
1687075417256141312.000000;1.805921
1687075417267623680.000000;2.130762
1687075417276703744.000000;2.373598
1687075417287316224.000000;2.614489
1687075417298136064.000000;2.827674
1687075417306851840.000000;3.113414
1687075417317155840.000000;3.245516
1687075417325962240.000000;3.356916
1687075417336529664.000000;3.505631
1687075417346186240.000000;3.809600
1687075417356181248.000000;4.034849
1687075417366966016.000000;4.224964
1687075417376454656.000000;4.379388
1687075417386719744.000000;4.337809
1687075417396106752.000000;4.497669
1687075417407161856.000000;4.434569
1687075417416732416.000000;4.296807
1687075417427285760.000000;4.126010
1687075417436152832.000000;3.996733
1687075417446072576.000000;3.915615
1687075417456116480.000000;3.863624
1687075417468507648.000000;3.975571
1687075417476067328.000000;3.948936
1687075417487201792.000000;3.964908
1687075417497318144.000000;4.049649
1687075417506582016.000000;4.416591
1687075417516390912.000000;4.482097
1687075417526698496.000000;4.676835
1687075417536838912.000000;4.774458
1687075417546325504.000000;5.036762
1687075417556247040.000000;5.097320
1687075417567184640.000000;5.134346
1687075417576601600.000000;5.204185
1687075417586608128.000000;5.276428
1687075417596225280.000000;5.545262
1687075417607062272.000000;5.575336
1687075417616029184.000000;5.579940
1687075417626474240.000000;5.394161
1687075417636794624.000000;5.258363
1687075417646371840.000000;5.132965
1687075417656470784.000000;4.949953
1687075417666937856.000000;4.963771
1687075417676148224.000000;4.847675
1687075417686893824.000000;4.832549
1687075417697233152.000000;4.851247
1687075417706431232.000000;5.017064
1687075417717267456.000000;4.996150
1687075417726797056.000000;4.954875
1687075417736685568.000000;4.945817
1687075417746255616.000000;5.146056
1687075417756897792.000000;5.124542
1687075417766387968.000000;5.093991
1687075417776481792.000000;5.013727
1687075417786602496.000000;4.907408
1687075417796018944.000000;4.983299
1687075417806968832.000000;4.897270
1687075417816592640.000000;4.853606
1687075417826793984.000000;4.839583
1687075417836503808.000000;4.843977
1687075417847151872.000000;4.887781
1687075417857382144.000000;4.899818
1687075417867038720.000000;4.911897
1687075417876752640.000000;4.985906
1687075417886532864.000000;4.978364
1687075417896765696.000000;4.944515
1687075417906809600.000000;4.961812
1687075417916197120.000000;4.883312
1687075417927092480.000000;4.772025
1687075417936762880.000000;4.815730
1687075417946621440.000000;4.778693
1687075417956209664.000000;4.750644
1687075417967055616.000000;4.717272
1687075417977216768.000000;4.656549
1687075417986398720.000000;4.574526
1687075417996068608.000000;4.553257
1687075418007231744.000000;4.407850
1687075418016472320.000000;4.308705
1687075418027411968.000000;4.209396
1687075418036542464.000000;4.011706
1687075418046887936.000000;3.945300
1687075418057203712.000000;3.852272
1687075418067505408.000000;3.720073
1687075418076598528.000000;3.595300
1687075418086857472.000000;3.477220
1687075418096549888.000000;3.327363
1687075418110493952.000000;3.161337
1687075418116243200.000000;3.027416
1687075418126870784.000000;2.930746
1687075418136615680.000000;2.912221
1687075418145715712.000000;2.950207
1687075418156645376.000000;2.928482
1687075418167203584.000000;2.866213
1687075418176501248.000000;2.805777
1687075418187077376.000000;2.726088
1687075418196667904.000000;2.626819
1687075418207645440.000000;2.522650
1687075418216517888.000000;2.445063
1687075418226905344.000000;2.406209
1687075418235947008.000000;2.534392
1687075418247613440.000000;2.532525
1687075418257475840.000000;2.485236
1687075418268699392.000000;2.402050
1687075418276864000.000000;2.382475
1687075418287065344.000000;2.361016
1687075418295948288.000000;2.400627
1687075418306691584.000000;2.453277
1687075418316134400.000000;2.392372
1687075418325809152.000000;2.372717
1687075418336369920.000000;2.303346
1687075418345972480.000000;2.134443
1687075418357027072.000000;1.962571
1687075418366630912.000000;1.869218
1687075418376630016.000000;1.836762
1687075418386566400.000000;1.756547
1687075418395875328.000000;1.685572
1687075418407020800.000000;1.506249
1687075418416214784.000000;1.450953
1687075418427011584.000000;1.535738
1687075418437233664.000000;1.533605
1687075418447043584.000000;1.526941
1687075418456637440.000000;1.485325
1687075418468027392.000000;1.420546
1687075418476378368.000000;1.276098
1687075418486527488.000000;1.224866
1687075418497066240.000000;1.168950
1687075418507198208.000000;1.078801
1687075418516945408.000000;0.906856
1687075418526339072.000000;0.867958
1687075418536454912.000000;0.769276
1687075418546296832.000000;0.720689
1687075418556995072.000000;0.529039
1687075418567028992.000000;0.514032
1687075418576687360.000000;0.533153
1687075418586629888.000000;0.553490
1687075418596544512.000000;0.567451
1687075418606776832.000000;0.432803
1687075418616271104.000000;0.484450
1687075418625969408.000000;0.534465
1687075418636082944.000000;0.557745
1687075418646735616.000000;0.554417
1687075418656995840.000000;0.517632
1687075418669176320.000000;0.505093
1687075418676932096.000000;0.356381
1687075418687192064.000000;0.320114
1687075418696489216.000000;0.285342
1687075418706051072.000000;0.242759
1687075418717005056.000000;0.117856
1687075418726734592.000000;0.129761
1687075418736145152.000000;0.126065
1687075418746511616.000000;0.017471
1687075418757475328.000000;0.013661
1687075418766709760.000000;0.053389
1687075418776714752.000000;0.071189
1687075418786903808.000000;0.065775
1687075418795702272.000000;0.041704
1687075418806797056.000000;-0.102932
1687075418816779264.000000;-0.068861
1687075418827028224.000000;0.013331
1687075418837451520.000000;0.114917
1687075418846738432.000000;0.237524
1687075418856592896.000000;0.427660
1687075418872039936.000000;0.702277
1687075418876889344.000000;0.868294
1687075418887440128.000000;0.847391
1687075418896492288.000000;0.870688
1687075418906840320.000000;0.835247
1687075418917153024.000000;0.896586
1687075418926428928.000000;0.955842
1687075418936228352.000000;0.994574
1687075418946119424.000000;0.984022
1687075418957693440.000000;1.013249
1687075418966059008.000000;1.023625
1687075418976720640.000000;1.011129
1687075418986788352.000000;0.951094
1687075418996787200.000000;0.892764
1687075419006426624.000000;0.902088
1687075419016597760.000000;0.902862
1687075419026864128.000000;0.906342
1687075419036289792.000000;0.928335
1687075419046766080.000000;0.986904
1687075419056429824.000000;1.090489
1687075419067604992.000000;1.270680
1687075419076171264.000000;1.451722
1687075419087338496.000000;1.608269
1687075419096808960.000000;1.736380
1687075419106650624.000000;1.898121
1687075419117034496.000000;2.046787
1687075419126877952.000000;2.154726
1687075419136688384.000000;2.229406
1687075419146526464.000000;2.251964
1687075419156287488.000000;2.399890
1687075419166644480.000000;2.413189
1687075419175777280.000000;2.380859
1687075419186416128.000000;2.279801
1687075419196246272.000000;2.328565
1687075419206352128.000000;2.550129
1687075419217428480.000000;2.658163
1687075419226261504.000000;2.875626
1687075419237032960.000000;2.952392
1687075419246380288.000000;3.016848
1687075419257551104.000000;3.093474
1687075419267423744.000000;3.066469
1687075419276629760.000000;3.089480
1687075419286950144.000000;3.233114
1687075419296308224.000000;3.269571
1687075419306191104.000000;3.194075
1687075419317298432.000000;3.257232
1687075419327486720.000000;3.127614
1687075419336594688.000000;2.976943
1687075419347266816.000000;2.898349
1687075419356638208.000000;2.970401
1687075419366643712.000000;2.865342
1687075419376184064.000000;2.750808
1687075419386607360.000000;2.617751
1687075419396156672.000000;2.531385
1687075419407270656.000000;2.564422
1687075419416455168.000000;2.422569
1687075419426224640.000000;2.231699
1687075419436666368.000000;2.068322
1687075419453956608.000000;1.918583
1687075419456272384.000000;1.702108
1687075419466757632.000000;1.455777
1687075419476704000.000000;1.237804
1687075419486853120.000000;1.121814
1687075419496734720.000000;0.992771
1687075419507593728.000000;0.834828
1687075419516558848.000000;0.724059
1687075419527565056.000000;0.653665
1687075419536200448.000000;0.594605
1687075419546462976.000000;0.575485
1687075419557972224.000000;0.543306
1687075419567590400.000000;0.480583
1687075419577141760.000000;0.431666
1687075419586457344.000000;0.440948
1687075419596310784.000000;0.397679
1687075419607137280.000000;0.357197
1687075419617012736.000000;0.324970
1687075419626648832.000000;0.370547
1687075419636104704.000000;0.391367
1687075419647097088.000000;0.433318
1687075419656332288.000000;0.451284
1687075419668455424.000000;0.533928
1687075419676912896.000000;0.630332
1687075419686369792.000000;0.826579
1687075419696399104.000000;0.995226
1687075419706217216.000000;1.136987
1687075419716611584.000000;1.310826
1687075419727792640.000000;1.409964
1687075419736038400.000000;1.553600
1687075419746554624.000000;1.655592
1687075419756461824.000000;1.774747
1687075419767258624.000000;1.819921
1687075419776169728.000000;1.888977
1687075419786062848.000000;1.936803
1687075419796044544.000000;1.947279
1687075419806866432.000000;2.099962
1687075419816381952.000000;2.103281
1687075419827965440.000000;2.076874
1687075419836749056.000000;2.049470
1687075419846563328.000000;2.051773
1687075419856934656.000000;2.115474
1687075419872813312.000000;2.352948
1687075419876372480.000000;2.535237
1687075419887425792.000000;2.892794
1687075419896478208.000000;2.992556
1687075419906159360.000000;3.149275
1687075419916693248.000000;3.098039
1687075419927588096.000000;3.063572
1687075419936316672.000000;2.989467
1687075419945918976.000000;3.029378
1687075419957133568.000000;2.930858
1687075419966995968.000000;2.815140
1687075419976654592.000000;2.745516
1687075419986660096.000000;2.647433
1687075419996371712.000000;2.741226
1687075420006770944.000000;2.645425
1687075420016671744.000000;2.551704
1687075420026999296.000000;2.458653
1687075420036565504.000000;2.385639
1687075420046465792.000000;2.644311
1687075420056475392.000000;2.814319
1687075420067864576.000000;3.153877
1687075420076511488.000000;3.349087
1687075420086833920.000000;3.478755
1687075420097217536.000000;3.716103
1687075420106833920.000000;3.660453
1687075420118396672.000000;3.661063
1687075420134034688.000000;3.961505
1687075420136564480.000000;4.024940
1687075420146522880.000000;4.080839
1687075420156986624.000000;4.052323
1687075420166549760.000000;4.281224
1687075420175824640.000000;4.236786
1687075420186424576.000000;4.136014
1687075420196589824.000000;4.072275
1687075420206759168.000000;3.957212
1687075420217003008.000000;4.113392
1687075420226268672.000000;3.913476
1687075420236463872.000000;3.771549
1687075420246381056.000000;3.627292
1687075420256654592.000000;3.480522
1687075420267212032.000000;3.301291
1687075420276184576.000000;3.111944
1687075420286448128.000000;3.106366
1687075420297084160.000000;2.847821
1687075420306801920.000000;2.606572
1687075420316002048.000000;2.617048
1687075420327041792.000000;2.441748
1687075420335443712.000000;2.278111
1687075420345900288.000000;2.082007
1687075420356650752.000000;2.051028
1687075420367453696.000000;1.907480
1687075420376094208.000000;1.761415
1687075420386139392.000000;1.539376
1687075420396331008.000000;1.323066
1687075420406882048.000000;1.252423
1687075420416712704.000000;1.129865
1687075420427235072.000000;1.059989
1687075420436246784.000000;0.970612
1687075420447584256.000000;0.856183
1687075420456564224.000000;0.741166
1687075420467290624.000000;0.693754
1687075420475758080.000000;0.571803
1687075420486569984.000000;0.589172
1687075420496284160.000000;0.544010
1687075420506624256.000000;0.599927
1687075420516488192.000000;0.664810
1687075420526332416.000000;0.836730
1687075420536446208.000000;0.939162
1687075420545896960.000000;1.045360
1687075420556616192.000000;1.285286
1687075420566633216.000000;1.409042
1687075420576283392.000000;1.456815
1687075420586148608.000000;1.459197
1687075420596006400.000000;1.443085
1687075420606341376.000000;1.597347
1687075420616052224.000000;1.523230
1687075420625291776.000000;1.467233
1687075420635910400.000000;1.400831
1687075420645885184.000000;1.317633
1687075420657048576.000000;1.280579
1687075420667053056.000000;1.243552
1687075420676547840.000000;1.233126
1687075420687172096.000000;1.395621
1687075420696485120.000000;1.454477
1687075420705697280.000000;1.650027
1687075420716610048.000000;1.911856
1687075420727009536.000000;2.005244
1687075420735516416.000000;2.025112
1687075420745688320.000000;2.031570
1687075420756347904.000000;2.257379
1687075420766691584.000000;2.227158
1687075420775720192.000000;2.181124
1687075420786922496.000000;2.097666
1687075420796233984.000000;2.043417
1687075420806331648.000000;2.015174
1687075420816735232.000000;2.159325
1687075420825788160.000000;2.077421
1687075420835704064.000000;2.031270
1687075420845611008.000000;2.047353
1687075420856258816.000000;2.118749
1687075420867386112.000000;2.226614
1687075420875740672.000000;2.259802
1687075420886440960.000000;2.480206
1687075420896804352.000000;2.470825
1687075420906193664.000000;2.587814
1687075420916717824.000000;2.471661
1687075420927263488.000000;2.364707
1687075420936104960.000000;2.246831
1687075420946345984.000000;2.432903
1687075420956047104.000000;2.367658
1687075420966296320.000000;2.295077
1687075420975802880.000000;2.190986
1687075420985919232.000000;2.128495
1687075420996628992.000000;2.101190
1687075421006099200.000000;2.340515
1687075421016298752.000000;2.289764
1687075421026586624.000000;2.241685
1687075421036030464.000000;2.204284
1687075421045931264.000000;2.173208
1687075421056416256.000000;2.165163
1687075421066736384.000000;2.160585
1687075421076366592.000000;2.137806
1687075421087359232.000000;2.099867
1687075421096639744.000000;2.372006
1687075421105787136.000000;2.345637
1687075421117268224.000000;2.327478
1687075421126458112.000000;2.561329
1687075421135913216.000000;2.536893
1687075421145998336.000000;2.577129
1687075421155013120.000000;2.833356
1687075421166645760.000000;2.792071
1687075421175994368.000000;2.724715
1687075421185390848.000000;2.687202
1687075421195444224.000000;2.630127
1687075421207011584.000000;2.563194
1687075421215809280.000000;2.792880
1687075421226356480.000000;2.664255
1687075421236745728.000000;2.594453
1687075421246704640.000000;2.534209
1687075421256310528.000000;2.430935
1687075421266453760.000000;2.321524
1687075421277808640.000000;2.214541
1687075421286021632.000000;2.412300
1687075421297488640.000000;2.363297
1687075421305984768.000000;2.320261
1687075421316513792.000000;2.536815
1687075421330352896.000000;2.449836
1687075421336019712.000000;2.422578
1687075421346512640.000000;2.390608
1687075421356900864.000000;2.619915
1687075421366864384.000000;2.599584
1687075421375602688.000000;2.558799
1687075421386420992.000000;2.558832
1687075421396187904.000000;2.517856
1687075421407391488.000000;2.498559
1687075421416591104.000000;2.688231
1687075421425790208.000000;2.567989
1687075421436248576.000000;2.506878
1687075421446244608.000000;2.434152
1687075421456549120.000000;2.348511
1687075421467549184.000000;2.202872
1687075421475799040.000000;2.098176
1687075421486328064.000000;2.365995
1687075421495664640.000000;2.367927
1687075421506409472.000000;2.333532
1687075421515953152.000000;2.563753
1687075421525915648.000000;2.545741
1687075421535421184.000000;2.573242
1687075421546534144.000000;2.755411
1687075421555692288.000000;2.682892
1687075421566520576.000000;2.650391
1687075421575289600.000000;2.529515
1687075421586686720.000000;2.497322
1687075421595579648.000000;2.389223
1687075421605461248.000000;2.469639
1687075421616726016.000000;2.298944
1687075421626382848.000000;2.221253
1687075421636250368.000000;2.164061
1687075421646043648.000000;2.130318
1687075421655954688.000000;2.104258
1687075421667593472.000000;2.121897
1687075421676247040.000000;2.089701
1687075421686359808.000000;2.265566
1687075421695639552.000000;2.190391
1687075421705848576.000000;2.118800
1687075421715810560.000000;2.218789
1687075421726545152.000000;2.144143
1687075421736099072.000000;2.068331
1687075421746192384.000000;2.120839
1687075421756511744.000000;2.059490
1687075421765765120.000000;1.946033
1687075421776467200.000000;1.902855
1687075421785666304.000000;1.982894
1687075421795927552.000000;1.993552
1687075421805923072.000000;2.136043
1687075421816351744.000000;2.196137
1687075421825488896.000000;2.207126
1687075421835553792.000000;2.215770
1687075421845804800.000000;2.264584
1687075421855547392.000000;2.246584
1687075421866215168.000000;2.202818
1687075421875648768.000000;2.211555
1687075421886586112.000000;2.146629
1687075421895372288.000000;1.928180
1687075421906136320.000000;1.897933
1687075421915276032.000000;1.853640
1687075421926707968.000000;1.743591
1687075421935372544.000000;1.872204
1687075421945188608.000000;1.972733
1687075421955602688.000000;2.063544
1687075421965964032.000000;2.061077
1687075421975315712.000000;1.966491
1687075421986300416.000000;1.860950
1687075421995655680.000000;1.750193
1687075422005610752.000000;1.620687
1687075422015993088.000000;1.553860
1687075422025465600.000000;1.485508
1687075422035735040.000000;1.420398
1687075422046018560.000000;1.527126
1687075422055874304.000000;1.551699
1687075422067491840.000000;1.582401
1687075422076003584.000000;1.451026
1687075422086139904.000000;1.411682
1687075422096146176.000000;1.318907
1687075422106197248.000000;1.088916
1687075422116913920.000000;0.958785
1687075422126932224.000000;0.893684
1687075422134884096.000000;0.712520
1687075422145446912.000000;0.597006
1687075422156341504.000000;0.360027
1687075422167488768.000000;0.291037
1687075422175410176.000000;0.209040
1687075422185819904.000000;0.036099
1687075422195570176.000000;-0.041711
1687075422206384128.000000;-0.101120
1687075422216240896.000000;-0.076090
1687075422226529536.000000;-0.337812
1687075422237208064.000000;-0.353100
1687075422245262080.000000;-0.359312
1687075422258222848.000000;-0.413858
1687075422267614208.000000;-0.485177
1687075422275030016.000000;-0.704746
1687075422285961728.000000;-1.104564
1687075422295348992.000000;-1.362837
1687075422305488896.000000;-1.445131
1687075422316258304.000000;-1.842427
1687075422326699008.000000;-1.896140
1687075422334864384.000000;-1.875318
1687075422345398528.000000;-1.832406
1687075422355565312.000000;-2.135036
1687075422365978624.000000;-2.026259
1687075422375806720.000000;-1.951286
1687075422385628416.000000;-1.973698
1687075422395386624.000000;-1.859479
1687075422407098112.000000;-1.694742
1687075422415509760.000000;-1.888866
1687075422426093568.000000;-1.708147
1687075422435979776.000000;-1.549217
1687075422446123776.000000;-1.412294
1687075422455963136.000000;-1.267351
1687075422466119168.000000;-1.252190
1687075422476066816.000000;-1.180452
1687075422486796032.000000;-1.676823
1687075422496302848.000000;-1.815066
1687075422506106368.000000;-1.698462
1687075422515324672.000000;-2.181868
1687075422525945344.000000;-2.094964
1687075422535706880.000000;-2.271247
1687075422545123328.000000;-2.244240
1687075422556409856.000000;-2.646459
1687075422567293440.000000;-2.581871
1687075422575095040.000000;-2.574324
1687075422584726784.000000;-2.538532
1687075422595175936.000000;-2.476692
1687075422605808128.000000;-2.384236
1687075422616968704.000000;-2.777126
1687075422625325568.000000;-2.755358
1687075422635849472.000000;-2.712086
1687075422645768448.000000;-2.646077
1687075422656004864.000000;-2.540232
1687075422665869056.000000;-2.450398
1687075422675075584.000000;-2.270883
1687075422685933056.000000;-2.566819
1687075422695814144.000000;-2.454109
1687075422705606912.000000;-2.264345
1687075422715385344.000000;-2.563701
1687075422726362880.000000;-2.367982
1687075422735431936.000000;-2.271804
1687075422745470976.000000;-2.159922
1687075422755461632.000000;-2.510468
1687075422766119424.000000;-2.387221
1687075422774796544.000000;-2.369291
1687075422785330432.000000;-2.268712
1687075422795309312.000000;-2.124697
1687075422805840128.000000;-1.974731
1687075422815218688.000000;-2.358347
1687075422825339904.000000;-2.219143
1687075422835839744.000000;-2.066471
1687075422844870400.000000;-1.868179
1687075422855206656.000000;-1.679588
1687075422866826496.000000;-1.625411
1687075422876009472.000000;-1.487153
1687075422885925888.000000;-1.884163
1687075422896901888.000000;-1.861660
1687075422905324800.000000;-2.167817
1687075422915260160.000000;-2.001886
1687075422925752576.000000;-1.917668
1687075422935512832.000000;-1.734758
1687075422944990208.000000;-2.004204
1687075422955629568.000000;-1.853217
1687075422966601728.000000;-1.711046
1687075422976299776.000000;-1.527816
1687075422985553664.000000;-1.390390
1687075422994971904.000000;-1.213029
1687075423006841344.000000;-1.061682
1687075423015092992.000000;-1.271725
1687075423026001408.000000;-1.087402
1687075423035500032.000000;-0.972384
1687075423044494848.000000;-0.871669
1687075423055723264.000000;-0.674014
1687075423064674816.000000;-0.440354
1687075423074711296.000000;-0.255005
1687075423085856256.000000;-0.024587
1687075423095641600.000000;-0.146201
1687075423105120768.000000;0.098153
1687075423120914176.000000;0.265842
1687075423126847744.000000;0.159524
1687075423135043328.000000;0.439585
1687075423144744960.000000;0.604078
1687075423156265984.000000;0.749704
1687075423165719808.000000;0.629336
1687075423175868672.000000;0.716652
1687075423185214720.000000;0.952731
1687075423197670400.000000;1.109321
1687075423206794240.000000;1.239535
1687075423215254784.000000;1.365162
1687075423224384768.000000;1.226285
1687075423235107840.000000;1.346494
1687075423245635840.000000;1.477549
1687075423255010304.000000;1.549478
1687075423265424640.000000;1.647094
1687075423275734272.000000;1.764071
1687075423285037568.000000;1.687636
1687075423296162816.000000;1.823124
1687075423304763904.000000;1.869419
1687075423315455232.000000;1.789298
1687075423326093824.000000;1.898283
1687075423334746112.000000;2.013918
1687075423345499904.000000;2.074578
1687075423355013376.000000;1.996514
1687075423366359808.000000;2.020957
1687075423374621952.000000;2.125713
1687075423384679168.000000;2.120887
1687075423395286528.000000;2.175723
1687075423405614336.000000;2.275914
1687075423415046144.000000;2.372578
1687075423425376000.000000;2.382808
1687075423435495936.000000;2.465143
1687075423446097920.000000;2.492596
1687075423455633152.000000;2.470314
1687075423467781376.000000;2.417515
1687075423476198656.000000;2.522645
1687075423485864192.000000;2.598854
1687075423495189504.000000;2.662410
1687075423506446848.000000;2.797090
1687075423518517760.000000;2.792041
1687075423524776448.000000;2.790745
1687075423535368192.000000;2.878656
1687075423546115328.000000;2.853044
1687075423555501824.000000;2.852059
1687075423565310464.000000;2.874079
1687075423574851584.000000;2.957783
1687075423585054208.000000;3.071766
1687075423594745088.000000;3.079264
1687075423605836288.000000;3.091609
1687075423614964992.000000;3.018884
1687075423625086464.000000;2.999167
1687075423634348032.000000;2.930793
1687075423645724160.000000;2.868428
1687075423655439616.000000;2.846220
1687075423665901312.000000;2.844527
1687075423675239424.000000;3.009741
1687075423685270016.000000;3.109331
1687075423695839744.000000;3.192976
1687075423704665600.000000;3.214031
1687075423716142336.000000;3.308730
1687075423725453824.000000;3.350293
1687075423734258176.000000;3.478655
1687075423744685312.000000;3.526253
1687075423755669248.000000;3.674393
1687075423765361920.000000;3.737046
1687075423774480128.000000;3.849737
1687075423784495872.000000;3.937976
1687075423794988800.000000;3.935014
1687075423805905152.000000;3.919256
1687075423814512640.000000;3.799732
1687075423825115648.000000;3.861424
1687075423835546880.000000;3.777090
1687075423845255680.000000;3.699096
1687075423854857728.000000;3.650444
1687075423865797120.000000;3.667336
1687075423874890752.000000;3.895895
1687075423885180672.000000;4.121658
1687075423895669760.000000;4.302620
1687075423904743936.000000;4.333161
1687075423915172352.000000;4.511619
1687075423926523904.000000;4.650323
1687075423935089920.000000;4.799834
1687075423945406976.000000;4.916688
1687075423955193856.000000;5.164145
1687075423965120000.000000;5.260387
1687075423974871552.000000;5.206031
1687075423984963584.000000;5.222934
1687075423995128832.000000;5.126408
1687075424004202240.000000;5.017958
1687075424014776064.000000;4.965617
1687075424025015808.000000;5.025058
1687075424035578112.000000;4.866549
1687075424044895488.000000;4.831052
1687075424055494400.000000;4.808460
1687075424065547264.000000;4.758645
1687075424074514432.000000;4.660371
1687075424085405184.000000;4.663949
1687075424094615296.000000;4.532116
1687075424104971008.000000;4.539402
1687075424114699776.000000;4.430403
1687075424126546176.000000;4.313757
1687075424134680064.000000;4.421649
1687075424144646656.000000;4.449135
1687075424154161664.000000;4.261576
1687075424166663168.000000;4.140561
1687075424174959872.000000;4.127827
1687075424185569536.000000;4.096943
1687075424194730496.000000;4.280860
1687075424205006592.000000;4.186690
1687075424215624960.000000;4.097610
1687075424225044736.000000;4.033350
1687075424234604544.000000;3.961183
1687075424244775168.000000;3.716201
1687075424255162624.000000;3.747638
1687075424265488384.000000;3.840767
1687075424274503168.000000;3.757990
1687075424285148160.000000;4.049614
1687075424294972160.000000;4.017117
1687075424305457920.000000;4.381628
1687075424315231744.000000;4.143309
1687075424325286912.000000;4.291734
1687075424334428672.000000;4.692294
1687075424344927744.000000;4.801742
1687075424355336448.000000;4.900120
1687075424365710336.000000;4.484382
1687075424374753280.000000;4.558118
1687075424384862976.000000;4.686723
1687075424394734592.000000;4.979012
1687075424404591616.000000;5.206098
1687075424416870400.000000;5.113788
1687075424424963328.000000;5.322293
1687075424434090496.000000;5.196882
1687075424444730112.000000;4.501539
1687075424455161344.000000;4.633417
1687075424464895744.000000;4.721841
1687075424474514944.000000;4.968201
1687075424484467712.000000;4.005073
1687075424494781696.000000;3.860798
1687075424505557504.000000;3.789219
1687075424515162880.000000;2.403104
1687075424525400064.000000;2.313215
1687075424535962368.000000;1.864126
1687075424545452032.000000;2.066840
1687075424554516480.000000;0.195972
1687075424566203136.000000;0.418291
1687075424575014144.000000;0.197615
1687075424585251584.000000;0.153312
1687075424595300608.000000;-0.382444
1687075424604936448.000000;-0.548343
1687075424615444992.000000;-0.261474
1687075424625464832.000000;-0.435969
1687075424635062528.000000;-0.195039
1687075424644804608.000000;-2.227118
1687075424654718976.000000;-2.156300
1687075424665762816.000000;-2.061518
1687075424674826496.000000;-2.006241
1687075424684717056.000000;-2.912993
1687075424694977024.000000;-2.718640
1687075424705537536.000000;-5.031015
1687075424714757888.000000;-5.817032
1687075424725203456.000000;-5.661016
1687075424734973696.000000;-8.482339
1687075424745014528.000000;-8.312612
1687075424755240704.000000;-9.143006
1687075424766274816.000000;-8.973897
1687075424774705920.000000;-12.235615
1687075424784798976.000000;-12.043735
1687075424794788096.000000;-11.844338
1687075424804962304.000000;-11.629565
1687075424815411200.000000;-12.456227
1687075424825286400.000000;-12.201644
1687075424834829824.000000;-11.927026
1687075424845748224.000000;-11.634717
1687075424855833344.000000;-15.057311
1687075424866252544.000000;-10.709013
1687075424874373632.000000;-14.186785
1687075424884935936.000000;-14.940305
1687075424895932160.000000;-18.785870
1687075424904350464.000000;-19.415287
1687075424915190272.000000;-19.043764
1687075424925303040.000000;-23.479279
1687075424934834688.000000;-23.065758
1687075424944564480.000000;-23.904629
1687075424954641408.000000;-23.437284
1687075424966276864.000000;-22.915989
1687075424975311872.000000;-27.701302
1687075424984359936.000000;-27.040333
1687075424994333696.000000;-26.265373
1687075425005442048.000000;-26.738075
1687075425015840512.000000;-26.017237
1687075425026233088.000000;-25.283451
1687075425034728704.000000;-24.192972
1687075425044535808.000000;-22.878828
1687075425056143104.000000;-21.862598
1687075425065683712.000000;-38.185356
1687075425074456064.000000;-44.466537
1687075425087005696.000000;-43.789806
1687075425095820288.000000;-44.238953
1687075425105007616.000000;-50.829899
1687075425115998976.000000;-49.555435
1687075425125469696.000000;-48.295803
1687075425135087360.000000;-47.966015
1687075425145037568.000000;-46.636589
1687075425154969600.000000;-53.033485
1687075425164841472.000000;-51.270325
